,0
0,1176.9900426864624
1,1281.8979341983795
2,523.106157541275
3,937.3097035884857
4,1879.767958164215
5,1085.7727024555206
6,808.431051492691
7,292.0106723308563
8,553.1636624336243
9,493.7637264728546
10,97.2520101070404
11,417.5834517478943
12,791.6080479621887
13,1118.1907167434692
14,749.4515054225922
15,71.4168348312378
16,1588.0048928260803
17,946.5627927780151
18,77.26668643951416
19,77.78342127799988
20,533.0929636955261
21,292.4171767234802
22,233.4914689064026
23,292.64275431632996
24,376.8473083972931
25,935.0412776470184
26,158.17286467552185
27,135.37873435020447
28,1289.2326321601868
29,771.8057968616486
30,16.769744873046875
31,888.4620041847229
32,254.9626293182373
33,334.3824350833893
34,770.8767523765564
35,1478.0354897975922
36,32.9550142288208
37,690.5306243896484
38,1230.3878614902496
39,760.9990606307983
40,896.5181925296783
41,364.80817317962646
42,273.4814760684967
43,1.2966506481170654
44,1497.0276174545288
45,292.40702199935913
46,774.8881752490997
47,1502.210281610489
48,254.06092309951782
49,1181.3261868953705
50,777.5381107330322
51,574.7919521331787
52,774.9291937351227
53,857.4246988296509
54,636.9838788509369
55,251.61828780174255
56,1364.2103807926178
57,834.0478398799896
58,478.415739774704
59,129.10905075073242
60,1077.408414363861
61,456.0571253299713
62,120.82050776481628
63,1901.509950876236
64,563.8104884624481
65,839.6417722702026
66,1295.639609336853
67,894.6270108222961
68,1278.6466567516327
69,1251.2509126663208
70,912.7843925952911
71,1252.275796175003
72,257.83401346206665
73,758.3890907764435
74,762.2686259746552
75,355.83603835105896
76,270.0991895198822
77,607.4973020553589
78,23.0797438621521
79,356.75742864608765
80,439.7042746543884
81,251.03880524635315
82,580.0298414230347
83,337.53556084632874
84,517.2548091411591
85,779.9714181423187
86,7.933048248291016
87,253.75246739387512
88,621.8506200313568
89,1111.655616760254
90,658.6659379005432
91,310.5777862071991
92,601.231367111206
93,263.03842639923096
94,806.365086555481
95,303.8195447921753
96,252.6058874130249
97,475.04269194602966
98,564.8358826637268
99,909.2047827243805
100,878.6759910583496
101,291.8628270626068
102,308.12289333343506
103,268.20009207725525
104,975.8775069713593
