,0
0,0.7932136058807373
1,1.5334022045135498
2,1.5079920291900635
3,0.251309871673584
4,0.6873672008514404
5,1.4387383460998535
6,0.23718547821044922
7,0.5888862609863281
8,0.5405933856964111
9,0.88614821434021
10,0.8671045303344727
11,1.2801945209503174
12,1.4951727390289307
13,1.095310926437378
14,0.19819307327270508
15,0.8114087581634521
16,0.8860073089599609
17,1.4881460666656494
18,0.7710273265838623
19,0.8631446361541748
20,0.6776278018951416
21,0.8630201816558838
22,0.732863187789917
23,0.20130228996276855
24,0.8294374942779541
25,0.81024169921875
26,0.7134718894958496
27,0.8625741004943848
28,0.33432888984680176
29,1.4986329078674316
30,1.4797797203063965
31,0.20131564140319824
32,1.252394199371338
33,0.8593251705169678
34,1.4993319511413574
35,0.892282247543335
