,0
0,30.541999340057373
1,113.24631142616272
2,30.503870248794556
3,52.466288328170776
4,81.51117706298828
5,84.89743304252625
6,102.84580683708191
7,30.654118299484253
8,66.72057127952576
9,14.245644330978394
10,137.49523043632507
11,125.32523560523987
12,9.309443473815918
13,52.61492037773132
14,97.15879249572754
15,19.131429195404053
16,113.83933520317078
17,114.27621006965637
18,30.7330060005188
19,19.854333877563477
20,113.52499151229858
21,125.57842350006104
22,27.4686336517334
23,114.50248122215271
24,113.87285995483398
25,19.6218204498291
26,30.51335072517395
27,113.81784677505493
28,125.13827753067017
29,125.04165768623352
30,52.864696979522705
31,51.78900504112244
32,66.8592643737793
33,113.81217503547668
34,67.90326976776123
35,25.57625961303711
36,30.495701551437378
37,113.49128031730652
38,66.96307444572449
39,27.52411150932312
40,136.07870864868164
41,52.78464698791504
42,94.00814151763916
43,20.574614763259888
44,113.32355332374573
45,30.600433111190796
46,113.0974850654602
47,21.036001682281494
48,52.87090229988098
49,136.2129077911377
50,113.53148746490479
51,113.20463275909424
52,113.97831702232361
53,25.374472618103027
54,21.055150747299194
