,0
0,0.03366851806640625
1,0.04138350486755371
2,0.03261876106262207
3,0.05675864219665527
4,0.040798187255859375
5,0.03708648681640625
6,0.037993431091308594
7,0.04563403129577637
8,0.040740013122558594
9,0.04024028778076172
10,0.04184246063232422
11,0.060090065002441406
12,0.03972339630126953
13,0.04127836227416992
14,0.039617061614990234
15,0.031043291091918945
16,0.04165935516357422
17,0.0402674674987793
18,0.05425095558166504
19,0.03999924659729004
