,0
0,0.18110236220472442
1,0.6287215411558669
2,0.6722054380664653
3,0.5139664804469274
4,0.6685006877579092
5,0.18085106382978725
6,0.5713213213213213
7,0.5713213213213213
8,0.23622047244094488
9,0.667779632721202
10,0.11052631578947368
11,0.4017543859649123
12,0.6912539515279241
13,0.5713213213213213
14,0.6722054380664653
15,1.0
16,0.3975481611208406
17,0.6554149085794655
18,0.11052631578947368
19,0.6554149085794655
20,0.6287215411558669
21,0.14566929133858267
22,0.7101449275362319
23,0.17665615141955837
24,0.33858267716535434
25,1.0
26,0.0
27,0.6818757921419518
28,0.7060063224446786
29,0.14566929133858267
30,0.6554149085794655
31,0.17721518987341772
32,0.6554149085794655
33,0.7889273356401384
34,1.0
35,0.6572379367720466
36,0.0
37,0.11052631578947368
38,0.5139664804469274
39,0.6685006877579092
40,0.5257623554153522
41,1.0
42,0.3975481611208406
43,0.6648351648351648
44,0.6820580474934037
45,0.1368421052631579
46,0.0
47,0.7051792828685259
48,0.376984126984127
49,0.4019138755980861
50,0.0
51,0.7602040816326531
52,0.5577841451766953
53,0.2578947368421053
54,0.2798053527980535
55,0.18110236220472442
56,0.6554149085794655
57,0.4109195402298851
58,0.18085106382978725
59,0.5085638998682477
60,0.6554149085794655
61,0.5027472527472527
62,0.0
63,0.5233949945593036
64,0.6712328767123288
65,0.7004784688995215
66,0.689795918367347
67,0.0
68,0.22134387351778656
69,0.5139664804469274
70,0.6554149085794655
71,0.6820580474934037
72,0.5713213213213213
