,0
0,0.8
1,0.4631185807656396
2,0.8
3,0.017079889807162536
4,1.0
5,1.0
6,1.0
7,0.8
8,0.9090909090909091
9,0.5
10,0.26838586437440304
11,0.38095238095238093
12,0.0
13,0.017079889807162536
14,0.552755905511811
15,0.11811023622047244
16,0.4631185807656396
17,0.4631185807656396
18,0.8
19,0.023622047244094488
20,0.4631185807656396
21,0.38095238095238093
22,1.0
23,0.4631185807656396
24,0.4631185807656396
25,0.30247933884297523
26,0.8
27,0.4631185807656396
28,0.38095238095238093
29,0.38095238095238093
30,0.017079889807162536
31,0.017079889807162536
32,0.9090909090909091
33,0.4631185807656396
34,1.0
35,0.007238883143743537
36,0.8
37,0.4631185807656396
38,0.9090909090909091
39,0.17053065430190623
40,0.26838586437440304
41,0.017079889807162536
42,0.552755905511811
43,0.2724525043177893
44,0.4631185807656396
45,0.8
46,1.0
47,0.5063694267515924
48,0.017079889807162536
49,0.26838586437440304
50,0.4631185807656396
51,0.4631185807656396
52,0.4631185807656396
53,0.007238883143743537
54,0.5063694267515924
