,0
0,0.0
1,0.4838709677419355
2,0.03225806451612903
3,0.5483870967741935
4,0.5555555555555556
5,1.0
6,1.0
7,0.4838709677419355
8,1.0
9,1.0
10,0.4838709677419355
11,0.7142857142857143
12,0.6363636363636364
13,0.6129032258064516
14,0.4838709677419355
15,0.0
16,0.7333333333333333
17,0.32608695652173914
18,0.4
19,0.4838709677419355
