,0
0,0.8181818181818182
1,0.7142857142857143
2,0.7142857142857143
3,0.0
4,0.1111111111111111
5,0.68
6,0.0
7,0.125
8,0.3333333333333333
9,0.6363636363636364
10,0.6363636363636364
11,0.4090909090909091
12,0.7142857142857143
13,0.3888888888888889
14,0.0
15,0.2727272727272727
16,0.6363636363636364
17,0.7142857142857143
18,0.36363636363636365
19,0.6363636363636364
20,0.14285714285714285
21,0.6363636363636364
22,0.3333333333333333
23,0.0
24,0.2727272727272727
25,0.6
26,0.5555555555555556
27,0.6363636363636364
28,0.0
29,0.7142857142857143
30,0.7142857142857143
31,0.0
32,0.55
33,0.6363636363636364
34,0.7142857142857143
35,0.6923076923076923
